gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
male,group A,high school,standard,none,48,51,99,0,1,0,0
female,group A,associate's degree,standard,completed,68,53,67,0,1,0,0
male,group E,some high school,free/reduced,completed,70,68,50,0,1,0,0
male,group B,master's degree,free/reduced,completed,61,61,61,0,1,0,0
male,group D,high school,free/reduced,none,34,100,42,1,0,0,0
male,group E,bachelor's degree,free/reduced,none,79,44,45,1,0,0,0
male,group E,bachelor's degree,free/reduced,completed,84,55,48,0,1,0,0
female,group B,some high school,free/reduced,completed,62,53,74,0,1,0,0
male,group D,associate's degree,standard,none,67,42,49,1,0,0,0
male,group A,associate's degree,free/reduced,none,63,40,54,1,0,0,0
female,group A,master's degree,free/reduced,none,34,53,79,1,0,0,0
female,group E,associate's degree,free/reduced,none,56,48,64,1,0,0,0
female,group E,bachelor's degree,standard,completed,100,61,38,0,1,0,0
male,group B,some high school,standard,completed,70,59,94,0,1,0,0
female,group A,some high school,free/reduced,none,74,62,67,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,31,56,58,1,0,0,0
female,group C,high school,standard,completed,47,84,85,0,1,0,0
female,group B,associate's degree,free/reduced,none,64,69,80,0,1,0,0
female,group B,bachelor's degree,standard,completed,34,79,70,0,1,0,0
male,group A,bachelor's degree,free/reduced,completed,95,50,55,0,1,0,0
male,group B,some high school,standard,none,100,36,67,0,1,0,0
male,group C,master's degree,standard,none,68,82,93,0,0,1,0
male,group A,high school,free/reduced,none,67,77,89,0,1,0,0
female,group E,some high school,free/reduced,completed,70,69,84,0,1,0,0
female,group E,some high school,standard,none,56,37,26,0,0,0,1
female,group B,some high school,standard,none,54,52,48,1,0,0,0
male,group A,associate's degree,free/reduced,completed,50,38,23,0,0,0,1
male,group A,associate's degree,free/reduced,completed,55,69,35,1,0,0,0
female,group E,bachelor's degree,free/reduced,none,50,51,28,1,0,0,0
female,group A,some high school,free/reduced,none,83,84,36,0,1,0,0
male,group E,bachelor's degree,standard,completed,90,44,66,0,1,0,0
male,group C,master's degree,free/reduced,none,82,71,74,0,1,0,0
male,group B,some high school,standard,completed,56,78,60,0,1,0,0
male,group D,bachelor's degree,free/reduced,completed,96,83,55,0,1,0,0
female,group A,master's degree,free/reduced,completed,91,42,71,0,1,0,0
male,group B,some high school,free/reduced,none,87,75,44,0,1,0,0
male,group E,associate's degree,free/reduced,completed,61,47,93,0,1,0,0
male,group A,some high school,standard,none,92,24,84,0,1,0,0
female,group E,associate's degree,standard,completed,61,98,63,0,1,0,0
female,group E,bachelor's degree,standard,completed,72,61,87,0,1,0,0
male,group D,associate's degree,free/reduced,completed,83,74,57,0,1,0,0
female,group C,associate's degree,free/reduced,completed,70,50,79,0,1,0,0
male,group A,master's degree,free/reduced,none,53,35,25,0,0,0,1
female,group E,associate's degree,standard,none,61,58,82,0,1,0,0
female,group E,master's degree,free/reduced,completed,93,79,75,0,0,1,0
female,group C,some high school,free/reduced,none,94,56,37,0,1,0,0
female,group B,associate's degree,standard,none,33,70,60,1,0,0,0
male,group E,high school,free/reduced,none,70,73,62,0,1,0,0
female,group E,associate's degree,standard,completed,46,13,99,1,0,0,0
male,group C,some high school,standard,none,57,100,49,0,1,0,0
male,group E,some high school,free/reduced,completed,69,65,82,0,1,0,0
male,group D,associate's degree,standard,none,20,33,53,0,0,0,1
female,group B,some high school,free/reduced,completed,54,0,94,1,0,0,0
female,group C,associate's degree,free/reduced,none,66,70,34,1,0,0,0
male,group E,associate's degree,free/reduced,none,69,66,65,0,1,0,0
male,group A,master's degree,standard,completed,68,83,100,0,0,1,0
male,group A,bachelor's degree,free/reduced,none,52,37,58,1,0,0,0
female,group A,master's degree,standard,completed,87,89,59,0,1,0,0
female,group B,some high school,standard,none,100,89,43,0,1,0,0
female,group A,some high school,standard,completed,79,58,45,0,1,0,0
male,group A,some high school,free/reduced,completed,100,68,46,0,1,0,0
male,group E,master's degree,standard,completed,48,85,28,1,0,0,0
male,group D,high school,free/reduced,none,39,69,75,0,1,0,0
male,group D,some high school,standard,none,54,86,90,0,1,0,0
male,group E,bachelor's degree,free/reduced,none,38,64,89,0,1,0,0
female,group C,associate's degree,free/reduced,none,64,51,73,0,1,0,0
female,group B,associate's degree,free/reduced,completed,51,67,70,0,1,0,0
female,group C,bachelor's degree,standard,none,79,57,56,0,1,0,0
male,group E,bachelor's degree,free/reduced,none,96,46,60,0,1,0,0
female,group B,some high school,free/reduced,completed,59,82,96,0,1,0,0
female,group A,bachelor's degree,standard,none,87,45,59,0,1,0,0
female,group E,some high school,free/reduced,completed,86,64,88,0,1,0,0
male,group D,associate's degree,free/reduced,completed,53,82,94,0,1,0,0
female,group A,associate's degree,free/reduced,completed,58,57,68,0,1,0,0
female,group C,high school,standard,completed,47,70,65,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,58,74,88,0,1,0,0
male,group E,some high school,free/reduced,none,62,83,52,0,1,0,0
female,group E,associate's degree,free/reduced,none,91,19,66,1,0,0,0
female,group D,bachelor's degree,standard,completed,87,69,91,0,0,1,0
female,group E,associate's degree,free/reduced,none,100,59,84,0,0,1,0
male,group D,associate's degree,free/reduced,none,52,37,58,1,0,0,0
male,group B,master's degree,free/reduced,none,100,10,93,0,1,0,0
female,group D,master's degree,free/reduced,none,75,54,32,1,0,0,0
male,group C,bachelor's degree,standard,none,69,65,35,1,0,0,0
male,group A,high school,standard,none,64,61,35,1,0,0,0
male,group D,master's degree,free/reduced,none,47,35,58,1,0,0,0
female,group D,some high school,standard,completed,65,84,80,0,1,0,0
male,group C,some high school,standard,none,63,87,84,0,1,0,0
female,group C,master's degree,free/reduced,completed,36,68,53,1,0,0,0
male,group E,bachelor's degree,free/reduced,none,61,76,94,0,1,0,0
female,group E,high school,free/reduced,completed,53,100,28,0,1,0,0
male,group E,some high school,free/reduced,none,92,47,69,0,1,0,0
male,group E,some high school,standard,completed,100,88,66,0,0,1,0
male,group C,associate's degree,standard,none,51,58,72,0,1,0,0
male,group C,bachelor's degree,free/reduced,completed,64,90,71,0,1,0,0
female,group B,high school,standard,completed,55,44,75,1,0,0,0
female,group C,associate's degree,standard,none,31,84,41,1,0,0,0
female,group D,some high school,standard,none,54,80,83,0,1,0,0
female,group C,master's degree,standard,completed,62,97,62,0,1,0,0
male,group C,high school,standard,none,74,71,80,0,1,0,0
female,group A,some high school,free/reduced,none,61,85,23,1,0,0,0
female,group D,bachelor's degree,free/reduced,completed,70,35,49,1,0,0,0
female,group A,bachelor's degree,standard,none,48,56,49,1,0,0,0
female,group B,master's degree,standard,none,50,57,41,1,0,0,0
male,group D,master's degree,free/reduced,completed,63,70,100,0,1,0,0
male,group E,high school,free/reduced,none,29,47,62,1,0,0,0
male,group A,bachelor's degree,standard,completed,51,88,51,0,1,0,0
female,group D,master's degree,free/reduced,none,65,42,54,1,0,0,0
male,group D,some high school,standard,none,100,72,69,0,0,1,0
female,group A,some high school,standard,none,61,65,65,0,1,0,0
male,group D,bachelor's degree,standard,completed,60,96,65,0,1,0,0
male,group E,bachelor's degree,standard,completed,33,60,64,1,0,0,0
female,group D,high school,standard,completed,82,74,68,0,1,0,0
male,group E,some high school,standard,none,78,46,57,0,1,0,0
male,group C,some high school,free/reduced,completed,76,47,63,0,1,0,0
female,group C,bachelor's degree,standard,completed,100,69,67,0,1,0,0
female,group E,associate's degree,standard,completed,82,60,93,0,1,0,0
male,group C,associate's degree,standard,none,100,55,42,0,1,0,0
male,group C,associate's degree,standard,completed,63,57,29,1,0,0,0
male,group A,some high school,free/reduced,none,56,78,82,0,1,0,0
female,group E,master's degree,free/reduced,none,79,51,71,0,1,0,0
male,group A,high school,standard,none,69,93,63,0,1,0,0
female,group A,master's degree,standard,completed,41,55,44,1,0,0,0
female,group E,some high school,free/reduced,completed,41,79,72,0,1,0,0
male,group B,master's degree,free/reduced,none,45,52,58,1,0,0,0
female,group D,associate's degree,standard,completed,62,68,100,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,41,29,46,0,0,0,1
male,group A,master's degree,standard,none,68,100,76,0,0,1,0
male,group E,high school,standard,none,91,72,78,0,0,1,0
male,group B,master's degree,standard,completed,81,43,48,1,0,0,0
male,group B,some high school,free/reduced,completed,71,75,53,0,1,0,0
female,group D,bachelor's degree,standard,none,31,45,56,1,0,0,0
male,group A,bachelor's degree,free/reduced,completed,92,53,57,0,1,0,0
female,group D,master's degree,free/reduced,none,61,57,52,1,0,0,0
male,group E,master's degree,free/reduced,completed,28,55,43,1,0,0,0
female,group E,master's degree,free/reduced,none,83,71,71,0,1,0,0
male,group D,high school,standard,completed,58,31,80,1,0,0,0
female,group A,high school,free/reduced,completed,40,77,84,0,1,0,0
male,group E,some high school,free/reduced,none,56,76,57,0,1,0,0
female,group C,associate's degree,free/reduced,none,50,85,80,0,1,0,0
female,group B,master's degree,standard,none,54,97,79,0,1,0,0
female,group D,master's degree,free/reduced,none,34,58,89,0,1,0,0
male,group E,associate's degree,standard,none,68,100,43,0,1,0,0
male,group E,some high school,standard,completed,59,49,73,0,1,0,0
male,group C,high school,standard,completed,76,78,65,0,1,0,0
female,group D,master's degree,standard,completed,72,54,34,1,0,0,0
male,group A,bachelor's degree,free/reduced,none,67,55,52,1,0,0,0
male,group A,some high school,standard,none,91,82,57,0,1,0,0
male,group D,high school,standard,completed,52,74,62,0,1,0,0
male,group A,master's degree,standard,completed,50,47,59,1,0,0,0
male,group D,master's degree,free/reduced,completed,43,36,41,0,0,0,1
male,group C,master's degree,free/reduced,none,81,75,26,0,1,0,0
male,group E,master's degree,free/reduced,none,74,50,57,0,1,0,0
male,group B,associate's degree,free/reduced,completed,57,59,100,0,1,0,0
female,group B,master's degree,free/reduced,completed,87,86,67,0,1,0,0
female,group C,associate's degree,free/reduced,completed,47,58,75,1,0,0,0
female,group A,master's degree,standard,completed,48,40,86,1,0,0,0
female,group E,bachelor's degree,free/reduced,completed,40,77,78,0,1,0,0
female,group B,some high school,free/reduced,completed,69,50,48,1,0,0,0
male,group E,high school,free/reduced,none,45,56,33,1,0,0,0
female,group C,bachelor's degree,free/reduced,none,70,48,92,0,1,0,0
female,group A,master's degree,standard,none,86,93,44,0,1,0,0
male,group D,master's degree,standard,none,78,29,73,0,1,0,0
female,group E,some high school,standard,none,99,63,50,0,1,0,0
male,group A,master's degree,free/reduced,completed,38,66,74,1,0,0,0
male,group D,master's degree,free/reduced,completed,58,69,44,1,0,0,0
female,group E,master's degree,free/reduced,none,64,72,64,0,1,0,0
male,group B,bachelor's degree,free/reduced,completed,15,87,81,0,1,0,0
female,group C,bachelor's degree,free/reduced,none,74,79,64,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,61,76,42,1,0,0,0
male,group D,some high school,free/reduced,none,67,84,47,0,1,0,0
male,group C,master's degree,free/reduced,none,77,70,100,0,0,1,0
female,group D,bachelor's degree,standard,none,54,58,57,1,0,0,0
female,group C,some high school,free/reduced,none,13,24,50,0,0,0,1
male,group B,master's degree,free/reduced,none,59,23,73,1,0,0,0
female,group B,associate's degree,standard,none,80,64,85,0,1,0,0
male,group A,high school,free/reduced,completed,46,55,75,1,0,0,0
male,group B,associate's degree,free/reduced,completed,30,81,18,1,0,0,0
female,group E,bachelor's degree,free/reduced,none,65,70,39,1,0,0,0
male,group B,bachelor's degree,free/reduced,completed,74,44,94,0,1,0,0
female,group D,master's degree,standard,completed,76,69,86,0,1,0,0
male,group D,bachelor's degree,standard,none,82,59,75,0,1,0,0
male,group E,high school,standard,none,39,73,47,1,0,0,0
female,group A,high school,standard,completed,14,30,58,0,0,0,1
female,group A,bachelor's degree,free/reduced,none,78,66,87,0,1,0,0
female,group B,bachelor's degree,free/reduced,none,76,95,32,0,1,0,0
male,group C,associate's degree,standard,none,70,63,44,1,0,0,0
male,group A,associate's degree,standard,none,69,59,70,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,96,49,100,0,0,1,0
male,group D,some high school,standard,completed,40,86,100,0,1,0,0
male,group A,master's degree,standard,completed,62,87,91,0,1,0,0
female,group D,some high school,standard,none,43,60,50,1,0,0,0
female,group A,associate's degree,free/reduced,completed,73,92,70,0,1,0,0
female,group A,master's degree,standard,completed,90,58,81,0,1,0,0
male,group E,associate's degree,standard,none,100,83,80,0,0,1,0
male,group A,bachelor's degree,standard,none,80,30,83,0,1,0,0
female,group E,some high school,free/reduced,completed,25,64,38,1,0,0,0
male,group D,some high school,free/reduced,completed,71,92,66,0,1,0,0
female,group C,some high school,free/reduced,completed,60,17,58,1,0,0,0
female,group A,master's degree,free/reduced,completed,74,94,81,0,0,1,0
female,group D,associate's degree,standard,completed,67,33,63,1,0,0,0
male,group D,high school,standard,completed,51,83,34,1,0,0,0
female,group B,high school,standard,completed,30,100,86,0,1,0,0
male,group A,high school,free/reduced,completed,87,77,87,0,0,1,0
female,group E,some high school,standard,completed,38,55,85,1,0,0,0
male,group E,some high school,free/reduced,none,25,95,62,0,1,0,0
male,group B,associate's degree,free/reduced,none,50,50,43,1,0,0,0
male,group E,high school,standard,completed,100,48,57,0,1,0,0
female,group A,associate's degree,standard,none,48,33,36,0,0,0,1
male,group B,master's degree,free/reduced,none,90,58,89,0,1,0,0
female,group B,master's degree,standard,completed,44,53,80,1,0,0,0
male,group A,master's degree,standard,none,50,94,59,0,1,0,0
male,group B,bachelor's degree,free/reduced,completed,75,62,73,0,1,0,0
male,group B,master's degree,standard,none,94,59,67,0,1,0,0
female,group C,some high school,free/reduced,none,56,56,31,1,0,0,0
female,group D,some high school,standard,none,79,76,62,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,80,100,100,0,0,1,0
female,group D,bachelor's degree,free/reduced,completed,57,95,64,0,1,0,0
female,group C,high school,free/reduced,none,100,35,65,0,1,0,0
female,group C,master's degree,free/reduced,completed,48,94,84,0,1,0,0
male,group A,master's degree,standard,completed,100,79,70,0,0,1,0
female,group B,some high school,free/reduced,none,56,80,88,0,1,0,0
female,group A,high school,standard,none,37,42,93,1,0,0,0
female,group D,associate's degree,free/reduced,none,100,54,57,0,1,0,0
female,group B,bachelor's degree,standard,none,41,77,42,1,0,0,0
male,group A,some high school,standard,none,52,58,37,1,0,0,0
female,group C,associate's degree,standard,completed,37,28,79,1,0,0,0
female,group C,associate's degree,standard,none,75,33,64,1,0,0,0
male,group C,associate's degree,standard,completed,73,77,58,0,1,0,0
male,group A,high school,free/reduced,none,74,33,100,0,1,0,0
female,group B,associate's degree,standard,completed,79,100,68,0,0,1,0
male,group A,master's degree,standard,completed,53,54,67,1,0,0,0
male,group D,associate's degree,standard,none,62,94,82,0,1,0,0
male,group C,associate's degree,free/reduced,completed,99,61,44,0,1,0,0
